,,,REGISTRO DE SERVICIOS DE CUIDADORAS POR TURNO,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,PACIENTE: DELIA PIEDAD PIEDRA HERRERA   FAMILIAR ENCARGADO: ARTURO ESPEJO PIEDRA,,,,,,,,,,,,,,
,,,,,,,,HORA INICIO: 7:00 AM                                        FECHA INICIO PLAN MENSUAL 24 HORAS DIA: 06/07/2024 MONTTO: 5000,,,,,,,
ITEM,FECHA DE PAGO C.,TURNO,N° PAGO,F. DESDE,F. HASTA,MONTO,F. FERIADOS,M. FERIADOS,P. DEL SERV,F. DE PAUSAS,MONTO TOTAL,FECHA DE PAGO,METODO DE PAGO,N° DE OPERACIÓN,FACTURA/BOLETA
,6/7/2024,24 HORAS,1,6/7/2024,20/7/2024,"S/.2,500.00",23/Y 28/7/2024,S/.333.32,0,0,"S/.2,833.32",7/18/24,TRANSFERENCIA,6008367,-
,21/07/2024,24 HORAS,2,21/07/2024,8/5/24,"S/.2,500.00",29/7/6/08/2024,S/.333.32,0,0,"S/.2,833.32",8/2/24,TRANSFERENCIA,6012844,-
1,07/08/2024,24 HORAS ,3,07/08/2024,8/21/24,"S/.2,500.00",0,S/.83.33,0,0,"S/.2,583.33",14/08/2024,TRANSFERENCIA,6140306,EB01-87
,22/08/2024,24 HORAS,4,22/08/2024,05/09/2024,"S/.2,500.00",30/08/2024,S/.83.33,0,0,"S/.2,583.33",28/08/2024,TRANSFERENCIA,6062883,-
,06/09/2024,24 HORAS,5,06/09/2024,20/09/2024,"S/.2,500.00",0,S/.0.00,0,0,"S/.2,500.00",14/9/2024,TRANSFERENCIA,6061811,EB01-93
,21/09/2024,24 HORAS,6,21/09/2024,04/10/2024,"S/.2,500.00",0,S/.0.00,0,0,"S/.2,500.00",28/09/2024,TRANSFERENCIA,6001237,EB01-96
,05/10/2024,24 HORAS,7,05/10/2024,19/10/2024,"S/.2,500.00",8/10/2024,S/.166.66,0,0,"S/.2,666.67",14/10/2024,TRANSFERENCIA,6006105,EB01-105
,20/10/2024,24 HORAS,8,20/10/2024,03/11/2024,"S/.2,500.00",01/11/2024,S/.166.66,0,0,"S/.2,666.67",30/10/2024,TRANSFERENCIA,6127905,EB01-108
,04/11/2024,24 HORAS,9,04/11/2024,18/11/2024,"S/.2,500.00",0,S/.0.00,0,0,"S/.2,500.00",14/11/2024,TRANSFERENCIA,6009204,EB01-110
,19/11/2024,24 HORAS,10,19/11/2024,03/12/2024,"S/.2,500.00",0,S/.0.00,0,0,"S/.2,500.00",30/11/2024,TRANSFERENCIA,6003918,EB01-115
,04/12/2024,24 HORAS,11,04/12/2024,18/12/2024,"S/.2,500.00",8/12/2024,S/.166.66,0,0,"S/.2,916.67",14/12/2024,TRANSFERENCIA,6006187,EB01-116
,19/12/2024,24 HORAS,12,19/12/2024,02/01/2025,"S/.2,500.00",25/12/24-01/01/25,S/.333.33,0,0,"S/.2,916.67",30/12/2024,TRANSFERENCIA,6008282,PENDIENTE
,03/01/2024,24 HORAS,13,03/01/2025,17/01/2025,"S/.2,500.00",0,0,0,0,"S/.2,500.00",14/1/2025,TRANSFERENCIA,6012144,PENDIENTE
,18/01/2025,24 HORAS,14,18/01/2025,1/2/2025,"S/.2,500.00",0,0,0,0,"S/.2,500.00",30/01/2025,TRANSFERENCIA,6040810,""""
,2/2/2025,24 HORAS,15,2/2/2025,16/02/2025,"S/.2,500.00",0,0,0,0,"S/.2,500.00",14/02/2025,TRANSFERENCIA,6024665,""""
,17/02/2025,24 HORAS,16,17/02/2025,03/03/2025,"S/.2,500.00",0,0,0,0,"S/.2,500.00",27/02/2025,TRANSFERENCIA,6109630,""""
,04/03/2025,24  HORAS,17,04/03/2025,18/03/2025,"S/.2,500.00",0,0,0,0,"S/.2,500.00",15/03/2025,TRANSFERENCIA,6003179,""""
,19/03/2025,24 HORAS,18,19/03/2025,03/04/2025,"S/.2,500.00",0,0,0,0,"S/.2,500.00",29/03/2028,TRANSFERENCIA,6095898,
,04/03/2025,24 HORAS ,19,04/03/2025,18/04/2025,"S/.2,500.00",17 y 18 /04/2025,S/.333.32,0,0,"S/.2,750.00",14/04/2025,TRANFERENCIA,6120781,
,19/4/2025,24 HORAS,20,19/4/2025,3/5/2025,"S/.2,500.00",01/05/2025,S/.166.66,0,0,"S/.2,750.00",,TRANFERENCIA,6008043,-
,04/05/2025,24 horas,21,04/05/2025,5/18/25,"S/.2,500.00",0,S/.0.00,0,0,"S/.2,500.00",5/14/25,TRANFERENCIA,6112256,-
,19/05/2025,24 HORAS,22,19/05/2025,02/06/2025,"S/.2,500.00",0,S/.0.00,0,0,"S/.2,500.00",29/05/2025,TRANFERENCIA,6112397,
,03/06/2025,24 HORAS,23,03/06/2025,17/06/2025,"S/.2,500.00",07 /06/2025,S/.166.66,0,0,"S/.2,666.67",14/06/2025,TRANFERENCIA,6006177,
,18/06/2025,24 HORAS,24,18/06/2025,03/07/2025,"S/.2,500.00",29/06/2025,S/.166.66,0,0,"S/.2,666.66",29/06/2025,TRNFERENCIA,6007340,
,04/07/2025,24 HORAS,25,04/07/2025,18/07/2025,"S/.2,500.00",23/28/29/07/2025,333.32/166.66,0,0,"S/.3,000.00",14/07/2025,TRANFERENCIA,6007154,
,19/07/2025,24 HORAS,26,19/07/2025,02/08/2025,"S/.2,500.00","23,28,29./07/2025",S/.499.98,0,0,"S/.3,000.00",29/07/2025,TRANFERENCIA,6011119,
,03/08/2025,24 HORAS,27,03/08/2025,17/08/2025,"S/.2,500.00",06 /08/2025,S/.166.66,0,0,"S/.2,583.00",14/08/2025,TRANFERENCIA,6014166,
,18/08/2025,24 HORAS,28,18/08/2025,01/09/2025,"S/.2,500.00",30/08/2025,S/.166.66,0,0,"S/.2,583.34",29/08/2025,TRANFERENCIA,6001121,
,02/09/2025,24 HORAS,29,02/09/2025,16/09/2025,"S/.2,500.00",0,S/.0.00,0,0,"S/.2,500.00",14/09/2025,TRANFERENCIA,6000384,
,17/09/2025,24 HORAS,30,17/09/2025,01/10/2025,"S/.2,500.00",08/10/2025,S/.166.66,0,0,"S/.2,500.00",29/09/2025,TRANFERENCIA,6006025,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,|,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
